城市,编号,名称,地区,经纬度
上海市,BV11649011,唐黄路(地铁站),浦东新区,"121.683212,31.143457"
上海市,BV10820970,南大路(地铁站),宝山区,"121.380346,31.299263"
上海市,BV11471649,紫龙路(地铁站),闵行区,"121.469362,31.033822"
上海市,BV11277593,川沙(地铁站),浦东新区,"121.698210,31.186741"
上海市,BV10039842,五莲路(地铁站),浦东新区,"121.587866,31.272025"
上海市,BV10878602,通南路(地铁站),宝山区,"121.478929,31.338093"
上海市,BV10960990,台儿庄路(地铁站),浦东新区,"121.597458,31.252825"
上海市,BV11471652,江川东路(地铁站),闵行区,"121.465347,31.027562"
上海市,BV10039956,云顺路(地铁站),浦东新区,"121.600336,31.237064"
上海市,BV10039791,华夏中路(地铁站),浦东新区,"121.583109,31.175759"
上海市,BV10820984,朱梅路(地铁站),徐汇区,"121.437804,31.124364"
上海市,BV10039965,御桥(地铁站),浦东新区,"121.570914,31.158131"
上海市,BV10039843,巨峰路(地铁站),浦东新区,"121.588365,31.280684"
上海市,BV10820982,丰翔路(地铁站),宝山区,"121.380872,31.308218"
上海市,BV10039967,紫藤路(地铁站),闵行区,"121.364831,31.169674"
上海市,BV10030226,南陈路(地铁站),宝山区,"121.398863,31.321437"
上海市,BV10039943,嘉怡路(地铁站),嘉定区,"121.345697,31.259195"
上海市,BV10039896,金科路(地铁站),浦东新区,"121.601989,31.204213"
上海市,BV10039918,芦恒路(地铁站),闵行区,"121.498260,31.119070"
上海市,BV10029799,呼兰路(地铁站),宝山区,"121.437711,31.339703"
上海市,BV11649015,六陈路(地铁站),浦东新区,"121.712517,31.151112"
上海市,BV11471654,沪金高速(地铁站),闵行区,"121.435324,31.018666"
上海市,BV10039935,顾戴路(地铁站),闵行区,"121.391856,31.140890"
上海市,BV10854613,国帆路(地铁站),杨浦区,"121.513168,31.339548"
上海市,BV11550035,嘉戬公路(地铁站),嘉定区,"121.280895,31.377253"
上海市,BV11277591,凌空路(地铁站),浦东新区,"121.724095,31.192861"
上海市,BV10039877,星中路(地铁站),闵行区,"121.368903,31.158109"
上海市,BV10039844,东靖路(地铁站),浦东新区,"121.588736,31.290684"
上海市,BV10024672,上海大学(地铁站),宝山区,"121.388884,31.320586"
上海市,BV10026897,莲花路(地铁站),闵行区,"121.402910,31.130900"
上海市,BV10039985,淞发路(地铁站),宝山区,"121.500390,31.345135"
上海市,BV10820985,锦秋路(地铁站),宝山区,"121.381765,31.320184"
上海市,BV10039811,金沙江西路(地铁站),嘉定区,"121.335156,31.241152"
上海市,BV10820979,华泾西(地铁站),徐汇区,"121.440138,31.113429"
上海市,BV10039966,航中路(地铁站),闵行区,"121.355336,31.165417"
上海市,BV10960993,金桥(地铁站),浦东新区,"121.611336,31.260850"
上海市,BV10039925,杨高北路(地铁站),浦东新区,"121.602960,31.280092"
上海市,BV10039957,浦东足球场(地铁站),浦东新区,"121.615430,31.241645"
上海市,BV10039792,中科路(地铁站),浦东新区,"121.602465,31.178862"
上海市,BV10039845,五洲大道(地铁站),浦东新区,"121.589212,31.302569"
上海市,BV10039934,虹莘路(地铁站),闵行区,"121.380348,31.137448"
上海市,BV10718369,康桥(地铁站),浦东新区,"121.567306,31.134239"
上海市,BV10030597,祁华路(地铁站),宝山区,"121.373569,31.322315"
上海市,BV11550033,新成路(地铁站),嘉定区,"121.265937,31.403740"
上海市,BV11277594,远东大道(地铁站),浦东新区,"121.755301,31.199385"
上海市,BV10039942,临洮路(地铁站),嘉定区,"121.330860,31.263059"
上海市,BV10039819,广兰路(地铁站),浦东新区,"121.621072,31.211050"
上海市,BV10039846,洲海路(地铁站),浦东新区,"121.589396,31.312229"
上海市,BV10039818,罗山路(地铁站),浦东新区,"121.593152,31.153259"
上海市,BV10039888,共富新村(地铁站),宝山区,"121.434063,31.355082"
上海市,BV10039895,外环路(地铁站),闵行区,"121.393020,31.120899"
上海市,BV10039793,学林路(地铁站),浦东新区,"121.614363,31.183476"
上海市,BV10029541,张华浜(地铁站),宝山区,"121.498671,31.358016"
上海市,BV10026129,七宝(地铁站),闵行区,"121.349221,31.155287"
上海市,BV10039924,金京路(地铁站),浦东新区,"121.615477,31.279823"
上海市,BV11550037,城北路(地铁站),嘉定区,"121.234855,31.393592"
上海市,BV10820980,虹梅南路(地铁站),闵行区,"121.433059,31.103839"
上海市,BV10039812,金运路(地铁站),嘉定区,"121.319308,31.240986"
上海市,BV11494926,长兴岛(地铁站),崇明区,"121.721227,31.389270"
上海市,BV10039958,金粤路(地铁站),浦东新区,"121.629016,31.242092"
上海市,BV10854616,双江路(地铁站),浦东新区,"121.539425,31.353601"
上海市,BV10960989,金吉路(地铁站),浦东新区,"121.628479,31.264309"
上海市,BV10854615,高桥西(地铁站),浦东新区,"121.549280,31.351489"
上海市,BV10037368,七莘路(地铁站),闵行区,"121.362464,31.131638"
上海市,BV10032461,浦江镇(地铁站),闵行区,"121.506272,31.096590"
上海市,BV10820967,景西路(地铁站),闵行区,"121.418760,31.099727"
上海市,BV10039959,桂桥路(地铁站),浦东新区,"121.635087,31.249419"
上海市,BV10039794,张江路(地铁站),浦东新区,"121.629182,31.189130"
上海市,BV10039923,申江路(地铁站),浦东新区,"121.626863,31.280231"
上海市,BV10538984,秀沿路(地铁站),浦东新区,"121.598390,31.138128"
上海市,BV10039941,乐秀路(地铁站),嘉定区,"121.314103,31.265363"
上海市,BV10718368,周浦(地铁站),浦东新区,"121.567613,31.114129"
上海市,BV10039876,中春路(地铁站),闵行区,"121.337700,31.149415"
上海市,BV10026162,淞滨路(地铁站),宝山区,"121.492818,31.370928"
上海市,BV10025001,莘庄(地铁站),闵行区,"121.385373,31.111152"
上海市,BV11277588,海天三路(地铁站),浦东新区,"121.796878,31.168459"
上海市,BV11494195,上海东站(地铁站),浦东新区,"121.782830,31.111297"
上海市,BV10854617,高桥(地铁站),浦东新区,"121.562971,31.352622"
上海市,BV10039887,宝安公路(地铁站),宝山区,"121.430914,31.369555"
上海市,BV10039922,金海路(地铁站),浦东新区,"121.638629,31.263141"
上海市,BV10039799,南翔(地铁站),嘉定区,"121.323141,31.296952"
上海市,BV10039847,航津路(地铁站),浦东新区,"121.593974,31.335371"
上海市,BV10820977,曙建路(地铁站),闵行区,"121.417897,31.090625"
上海市,BV10039919,江月路(地铁站),闵行区,"121.508603,31.084253"
上海市,BV10039849,港城路(地铁站),浦东新区,"121.575017,31.353223"
上海市,BV10039984,水产路(地铁站),宝山区,"121.488247,31.381302"
上海市,BV10039998,春申路(地铁站),闵行区,"121.385818,31.098250"
上海市,BV10718375,繁荣路(地铁站),浦东新区,"121.570547,31.102554"
上海市,BV10820975,双柏路(地铁站),闵行区,"121.421750,31.083214"
上海市,BV10039886,友谊西路(地铁站),宝山区,"121.427953,31.381296"
上海市,BV10026179,封浜(地铁站),嘉定区,"121.297006,31.267488"
上海市,BV10854614,基隆路(地铁站),浦东新区,"121.590411,31.351311"
上海市,BV10538982,康新公路(地铁站),浦东新区,"121.617199,31.130439"
上海市,BV10039999,银都路(地铁站),闵行区,"121.390264,31.089345"
上海市,BV10026230,刘行(地铁站),宝山区,"121.362376,31.357586"
上海市,BV10538932,诸光路(地铁站),青浦区,"121.293040,31.191678"
上海市,BV10960992,顾唐路(地铁站),浦东新区,"121.656465,31.266074"
上海市,BV10039920,联航路(地铁站),闵行区,"121.510594,31.073567"
上海市,BV10026163,宝杨路(地铁站),宝山区,"121.479574,31.395315"
上海市,BV10033468,周浦东(地铁站),浦东新区,"121.606895,31.110038"
上海市,BV10718374,沈梅路(地铁站),浦东新区,"121.580589,31.091115"
上海市,BV10039885,富锦路(地铁站),宝山区,"121.424661,31.392260"
上海市,BV10039871,潘广路(地铁站),宝山区,"121.355845,31.364182"
上海市,BV10960995,民雷路(地铁站),浦东新区,"121.668125,31.268335"
上海市,BV10820989,元江路(地铁站),闵行区,"121.431901,31.062815"
上海市,BV10538937,蟠龙路(地铁站),青浦区,"121.278645,31.186328"
上海市,BV10039921,沈杜公路(地铁站),闵行区,"121.512272,31.061427"
上海市,BV10039983,友谊路(地铁站),宝山区,"121.475924,31.404016"
上海市,BV10026120,颛桥(地铁站),闵行区,"121.401868,31.067013"
上海市,BV10039982,铁力路(地铁站),宝山区,"121.461139,31.408120"
上海市,BV10039981,江杨北路(地铁站),宝山区,"121.439819,31.407858"
上海市,BV10538971,三鲁公路(地铁站),闵行区,"121.527389,31.056108"
上海市,BV10960991,曹路(地铁站),浦东新区,"121.683046,31.271272"
上海市,BV10718367,鹤涛路(地铁站),浦东新区,"121.585960,31.071860"
上海市,BV10032414,罗南新村(地铁站),宝山区,"121.357470,31.388831"
上海市,BV10681608,迪士尼(地铁站),浦东新区,"121.667959,31.141263"
上海市,BV10538973,闵瑞路(地铁站),闵行区,"121.530323,31.047956"
上海市,BV10031076,马陆(地铁站),嘉定区,"121.276906,31.319675"
上海市,BV10029831,鹤沙航城(地铁站),浦东新区,"121.611239,31.077797"
上海市,BV10820968,永德路(地铁站),闵行区,"121.443203,31.039147"
上海市,BV10026118,北桥(地铁站),闵行区,"121.410054,31.045112"
上海市,BV10538974,浦航路(地铁站),闵行区,"121.530591,31.040993"
上海市,BV10538936,徐盈路(地铁站),青浦区,"121.253976,31.178101"
上海市,BV11592638,西岑(地铁站),青浦区,"120.962151,31.069736"
上海市,BV10718377,下沙(地铁站),浦东新区,"121.588988,31.054396"
上海市,BV10538975,东城一路(地铁站),闵行区,"121.532093,31.030390"
上海市,BV10538938,徐泾北城(地铁站),青浦区,"121.241668,31.175518"
上海市,BV10820981,紫竹高新区(地铁站),闵行区,"121.450751,31.023879"
上海市,BV10538972,汇臻路(地铁站),闵行区,"121.524558,31.025245"
上海市,BV10040000,剑川路(地铁站),闵行区,"121.416582,31.026483"
上海市,BV10039612,嘉定新城(地铁站),嘉定区,"121.254294,31.330062"
上海市,BV10039817,航头东(地铁站),浦东新区,"121.617494,31.054919"
上海市,BV10032803,泗泾(地铁站),松江区,"121.260247,31.118272"
上海市,BV10028337,东川路(地铁站),闵行区,"121.419901,31.018197"
上海市,BV10718376,航头(地铁站),浦东新区,"121.596083,31.037305"
上海市,BV10538930,嘉松中路(地铁站),青浦区,"121.223916,31.164099"
上海市,BV10040001,金平路(地铁站),闵行区,"121.410186,31.011282"
上海市,BV10039962,白银路(地铁站),嘉定区,"121.245350,31.345359"
上海市,BV10717293,江川路(地铁站),闵行区,"121.423474,31.005428"
上海市,BV10040002,华宁路(地铁站),闵行区,"121.395255,31.007467"
上海市,BV10033820,上海赛车场(地铁站),嘉定区,"121.226098,31.331898"
上海市,BV10027172,新场(地铁站),浦东新区,"121.648980,31.045561"
上海市,BV10040003,文井路(地铁站),闵行区,"121.380775,31.003597"
上海市,BV10039798,昌吉东路(地铁站),嘉定区,"121.200384,31.293620"
上海市,BV10717290,西渡(地铁站),奉贤区,"121.432441,30.989350"
上海市,BV10035054,佘山(地铁站),松江区,"121.229686,31.104097"
上海市,BV10040004,闵行开发区(地铁站),闵行区,"121.369712,31.000627"
上海市,BV10538933,赵巷(地铁站),青浦区,"121.192279,31.161247"
上海市,BV10027857,洞泾(地铁站),松江区,"121.230473,31.084492"
上海市,BV10039961,嘉定西(地铁站),嘉定区,"121.227855,31.377107"
上海市,BV10039797,上海汽车城(地铁站),嘉定区,"121.180742,31.285403"
上海市,BV10426327,浦电路(6号线)(地铁站),浦东新区,"121.529122,31.220104"
上海市,BV10039816,野生动物园(地铁站),浦东新区,"121.699218,31.050325"
上海市,BV10717297,萧塘(地铁站),奉贤区,"121.441857,30.965888"
上海市,BV10426326,浦电路(4号线)(地铁站),浦东新区,"121.532080,31.222285"
上海市,BV10538940,汇金路(地铁站),青浦区,"121.151665,31.161221"
上海市,BV10717294,奉浦大道(地铁站),奉贤区,"121.448984,30.942055"
上海市,BV10039874,松江新城(地铁站),松江区,"121.230739,31.030295"
上海市,BV10039826,浦东国际机场(地铁站),浦东新区,"121.806436,31.149596"
上海市,BV10717295,环城东路(地铁站),奉贤区,"121.463204,30.931168"
上海市,BV10717291,望园路(地铁站),奉贤区,"121.483580,30.931940"
上海市,BV10039873,松江体育中心(地铁站),松江区,"121.230546,31.016006"
上海市,BV10717289,金海湖(地铁站),奉贤区,"121.492506,30.928805"
上海市,BV10039815,惠南(地铁站),浦东新区,"121.761677,31.053828"
上海市,BV10538935,青浦新城(地铁站),青浦区,"121.125670,31.158925"
上海市,BV10037928,醉白池(地铁站),松江区,"121.229361,31.001125"
上海市,BV10717296,奉贤新城(地铁站),奉贤区,"121.496290,30.913916"
上海市,BV10032786,松江南站(地铁站),松江区,"121.230884,30.984818"
上海市,BV10538931,漕盈路(地铁站),青浦区,"121.096889,31.160467"
上海市,BV10039814,惠南东(地铁站),浦东新区,"121.793800,31.026448"
上海市,BV10538939,淀山湖大道(地铁站),青浦区,"121.082134,31.134460"
上海市,BV10538929,朱家角(地铁站),青浦区,"121.048989,31.100594"
上海市,BV10538934,东方绿舟(地铁站),青浦区,"121.019534,31.098544"
上海市,BV10027135,书院(地铁站),浦东新区,"121.850520,30.959264"
上海市,BV10039813,临港大道(地铁站),浦东新区,"121.910851,30.923519"
上海市,BV10035241,滴水湖(地铁站),浦东新区,"121.929583,30.907245"
上海市,BV11581689,上海外国语大学(地铁站),虹口区,"121.481101,31.274864"
上海市,BV10039980,虹桥1号航站楼(地铁站),长宁区,"121.347371,31.191363"
上海市,BV10039904,虹桥2号航站楼(地铁站),闵行区,"121.326300,31.194211"
上海市,BV10030681,外高桥保税区南(地铁站),浦东新区,"121.601963,31.321578"
上海市,BV10039848,外高桥保税区北(地铁站),浦东新区,"121.586926,31.347802"
上海市,BV10039784,一大会址·新天地(地铁站),黄浦区,"121.475182,31.216367"
上海市,BV10039832,上海儿童医学中心(地铁站),浦东新区,"121.523482,31.203277"
上海市,BV10039892,一大会址·黄陂南路(地铁站),黄浦区,"121.472904,31.223898"
上海市,BV11494198,浦东机场3号航站楼(地铁站),浦东新区,"121.817888,31.118692"
广州市,BV10014278,天河客运站(地铁站),天河区,"113.343986,23.171175"
广州市,BV10827185,新塘(地铁站),增城区,"113.604472,23.131731"
广州市,BV10015177,广州火车站(地铁站),越秀区,"113.256512,23.148339"
广州市,BV10015821,金洲(地铁站),南沙区,"113.538886,22.792178"
广州市,BV10019725,广州南站(地铁站),番禺区,"113.269124,22.988978"
广州市,BV10024378,淘金(地铁站),越秀区,"113.286549,23.136365"
广州市,BV10024403,长寿路(地铁站),荔湾区,"113.242271,23.118402"
广州市,BV10015729,黄沙(地铁站),荔湾区,"113.239856,23.110524"
广州市,BV10018365,沙园(地铁站),海珠区,"113.260584,23.088625"
广州市,BV10014526,体育中心(地铁站),天河区,"113.328376,23.134970"
广州市,BV10024356,燕塘(地铁站),天河区,"113.327132,23.159980"
广州市,BV10014653,客村(地铁站),海珠区,"113.320331,23.096197"
广州市,BV10024372,滘口(地铁站),荔湾区,"113.208440,23.113796"
广州市,BV10014127,大沙地(地铁站),黄埔区,"113.446074,23.103227"
广州市,BV10024352,嘉禾望岗(地铁站),白云区,"113.289243,23.237460"
广州市,BV10024351,龙归(地铁站),白云区,"113.300834,23.288736"
广州市,BV10024419,纪念堂(地铁站),越秀区,"113.263431,23.132179"
广州市,BV10016207,公园前(地铁站),越秀区,"113.264315,23.125446"
广州市,BV10994110,仓边路(地铁站),越秀区,"113.272686,23.130989"
广州市,BV10024402,西门口(地铁站),越秀区,"113.255830,23.125219"
广州市,BV11030726,恒福路(地铁站),越秀区,"113.281204,23.143954"
广州市,BV10014173,越秀公园(地铁站),越秀区,"113.261366,23.140041"
广州市,BV10013932,农讲所(地铁站),越秀区,"113.275602,23.126623"
广州市,BV10850282,流花路(地铁站),越秀区,"113.257184,23.139449"
广州市,BV10024407,北京路(地铁站),越秀区,"113.270327,23.118762"
广州市,BV10013928,小北(地铁站),越秀区,"113.276905,23.139424"
广州市,BV10018597,海珠广场(地铁站),越秀区,"113.265344,23.114796"
广州市,BV11303317,同福西(地铁站),海珠区,"113.252372,23.101689"
广州市,BV10015239,陈家祠(地铁站),荔湾区,"113.246439,23.125727"
广州市,BV10024406,团一大广场(地铁站),越秀区,"113.278266,23.118111"
广州市,BV10839959,彩虹桥(地铁站),越秀区,"113.245305,23.133800"
广州市,BV10024408,一德路(地铁站),越秀区,"113.257200,23.113036"
广州市,BV10994108,建设六马路(地铁站),越秀区,"113.285256,23.131557"
广州市,BV10013935,烈士陵园(地铁站),越秀区,"113.285663,23.126704"
广州市,BV11030732,景云路(地铁站),白云区,"113.272087,23.162986"
广州市,BV10839969,华林寺(地铁站),荔湾区,"113.247232,23.117839"
广州市,BV10024349,机场南(1号航站楼)(地铁站),花都区,"113.303097,23.386690"
广州市,BV10850276,梓元岗(地铁站),白云区,"113.263033,23.153492"
广州市,BV10024377,西村(地铁站),荔湾区,"113.242019,23.142012"
广州市,BV10019502,市二宫(地铁站),海珠区,"113.269890,23.105996"
广州市,BV11409639,田心村(地铁站),越秀区,"113.299717,23.154283"
广州市,BV10013728,文化公园(地铁站),荔湾区,"113.249954,23.108980"
广州市,BV10024376,西场(地铁站),荔湾区,"113.238056,23.137381"
广州市,BV11031577,乐嘉路(地铁站),白云区,"113.260823,23.170940"
广州市,BV11030741,二沙岛(地铁站),越秀区,"113.304376,23.109527"
广州市,BV10024405,东湖(地铁站),越秀区,"113.288583,23.115102"
广州市,BV10850279,广园新村(地铁站),白云区,"113.268876,23.157361"
广州市,BV10994103,农林下路(地铁站),越秀区,"113.295499,23.130883"
广州市,BV11030737,小金钟(地铁站),白云区,"113.275888,23.174342"
广州市,BV10024375,中山八(地铁站),荔湾区,"113.232727,23.126046"
广州市,BV10992382,署前路(地铁站),越秀区,"113.295609,23.121636"
广州市,BV10021603,东山口(地铁站),越秀区,"113.296354,23.124401"
广州市,BV10018660,区庄(地铁站),越秀区,"113.296725,23.134483"
广州市,BV10014446,三元里(地铁站),白云区,"113.256851,23.159402"
广州市,BV10024418,江南西(地铁站),海珠区,"113.273918,23.097214"
广州市,BV10850283,大金钟(地铁站),白云区,"113.277167,23.162047"
广州市,BV10017769,如意坊(地铁站),荔湾区,"113.231208,23.114978"
广州市,BV10014266,黄花岗(地铁站),越秀区,"113.299907,23.141128"
广州市,BV11030735,云溪公园(地铁站),白云区,"113.278269,23.180875"
广州市,BV10850278,云台花园(地铁站),越秀区,"113.292853,23.153917"
广州市,BV11031573,岗贝(地铁站),白云区,"113.260678,23.183717"
广州市,BV10992385,滨江东路(地铁站),海珠区,"113.291616,23.104080"
广州市,BV10014045,凤凰新村(地铁站),海珠区,"113.255994,23.094705"
广州市,BV10839966,鹅掌坦(地铁站),白云区,"113.235903,23.156438"
广州市,BV11057721,聚龙(地铁站),白云区,"113.238751,23.181252"
广州市,BV10994094,梅东路(地铁站),越秀区,"113.305989,23.131875"
广州市,BV10024420,飞翔公园(地铁站),白云区,"113.263635,23.168833"
广州市,BV10994091,罗冲围(地铁站),白云区,"113.224697,23.145158"
广州市,BV10014268,动物园(地铁站),越秀区,"113.307291,23.134503"
广州市,BV10024400,晓港(地铁站),海珠区,"113.281883,23.093066"
广州市,BV10024379,杨箕(地铁站),越秀区,"113.308877,23.128137"
广州市,BV10013608,芳村(地铁站),荔湾区,"113.235703,23.098592"
广州市,BV11594457,棠溪(地铁站),白云区,"113.247648,23.190686"
广州市,BV11030729,岭南广场(地铁站),海珠区,"113.324389,23.102400"
广州市,BV10024399,昌岗(地铁站),海珠区,"113.276885,23.090654"
广州市,BV10024374,坦尾(地铁站),荔湾区,"113.218387,23.125234"
广州市,BV10014270,沙河顶(地铁站),天河区,"113.306967,23.147276"
广州市,BV11653282,白云站(地铁站),白云区,"113.245133,23.190273"
广州市,BV10839961,同德(地铁站),白云区,"113.234705,23.163525"
广州市,BV10024409,河沙(地铁站),荔湾区,"113.217405,23.135576"
广州市,BV11030733,新市墟(地铁站),白云区,"113.263331,23.194680"
广州市,BV10024398,宝岗大道(地铁站),海珠区,"113.269700,23.086027"
广州市,BV10850274,石围塘(地铁站),荔湾区,"113.225207,23.103586"
广州市,BV10992378,寺右新马路(地铁站),越秀区,"113.312110,23.119646"
广州市,BV10850281,芳村大道东(地铁站),荔湾区,"113.244654,23.088937"
广州市,BV10994104,松溪(地铁站),白云区,"113.223522,23.154880"
广州市,BV11030739,南航新村(地铁站),白云区,"113.253964,23.196131"
广州市,BV10014717,中大(地铁站),海珠区,"113.292863,23.092124"
广州市,BV11032207,里横路(地铁站),白云区,"113.207208,23.172907"
广州市,BV10024380,五羊邨(地铁站),越秀区,"113.314249,23.119843"
广州市,BV10992381,广州大道中(地铁站),天河区,"113.315716,23.123786"
广州市,BV10839962,上步(地铁站),白云区,"113.235759,23.170978"
广州市,BV11031574,马务(地铁站),白云区,"113.263895,23.201642"
广州市,BV10018546,沙河(地铁站),天河区,"113.312511,23.152064"
广州市,BV10544497,沙涌(地铁站),荔湾区,"113.246755,23.083097"
广州市,BV10019562,江泰路(地铁站),海珠区,"113.280570,23.082231"
广州市,BV10992383,中大南门(地铁站),海珠区,"113.296359,23.089016"
广州市,BV10024404,花地湾(地铁站),荔湾区,"113.234030,23.087055"
广州市,BV10024421,白云公园(地铁站),白云区,"113.270966,23.181613"
广州市,BV10014336,体育西路(地铁站),天河区,"113.321503,23.131138"
广州市,BV11605041,京溪路(地铁站),白云区,"113.332333,23.177047"
广州市,BV10024361,珠江新城(地铁站),天河区,"113.321206,23.119293"
广州市,BV10015717,鹭江(地铁站),海珠区,"113.308219,23.095331"
广州市,BV10994098,花城广场北(地铁站),天河区,"113.322505,23.127177"
广州市,BV10024410,沙贝(地铁站),白云区,"113.211397,23.152430"
广州市,BV10992386,天河路(地铁站),天河区,"113.323035,23.133672"
广州市,BV11541225,南漖(地铁站),荔湾区,"113.248519,23.050791"
广州市,BV10024347,体育中心南(地铁站),天河区,"113.324309,23.134281"
广州市,BV10024346,黄埔大道(地铁站),天河区,"113.324490,23.127054"
广州市,BV10017706,天河南(地铁站),天河区,"113.324479,23.131384"
广州市,BV10544499,燕岗(地铁站),海珠区,"113.271988,23.075142"
广州市,BV10024345,妇儿中心(地铁站),天河区,"113.324558,23.122553"
广州市,BV10872654,五凤(地铁站),海珠区,"113.295661,23.082014"
广州市,BV10024348,林和西(地铁站),天河区,"113.323902,23.141363"
广州市,BV10014656,花城大道(地铁站),天河区,"113.324718,23.119223"
广州市,BV10994092,西洲(地铁站),白云区,"113.224957,23.173367"
广州市,BV10024344,大剧院(地铁站),天河区,"113.324460,23.116138"
广州市,BV10850286,南石路(地铁站),海珠区,"113.264429,23.072846"
广州市,BV11031578,创意园(地铁站),白云区,"113.266698,23.213148"
广州市,BV10024343,海心沙(地铁站),天河区,"113.324412,23.111545"
广州市,BV11375603,龙潭(地铁站),海珠区,"113.341155,23.080783"
广州市,BV10862415,冼村(地铁站),天河区,"113.328157,23.125722"
广州市,BV10024357,广州东站(地铁站),天河区,"113.324729,23.151336"
广州市,BV10021881,坑口(地铁站),荔湾区,"113.232498,23.078878"
广州市,BV10015731,广州塔(地铁站),海珠区,"113.323618,23.106375"
广州市,BV10850280,鹤洞东(地铁站),荔湾区,"113.250630,23.072038"
广州市,BV10013969,天平架(地铁站),天河区,"113.321353,23.159525"
广州市,BV11030731,赤沙(地铁站),海珠区,"113.347814,23.089346"
广州市,BV10015504,横沙(地铁站),白云区,"113.206791,23.158187"
广州市,BV10850275,逸景路(地铁站),海珠区,"113.304165,23.081997"
广州市,BV10024422,白云文化广场(地铁站),白云区,"113.275602,23.189574"
广州市,BV10839958,石潭(地铁站),白云区,"113.241010,23.187843"
广州市,BV10544496,鹤洞(地铁站),荔湾区,"113.240153,23.072495"
广州市,BV10014528,石牌桥(地铁站),天河区,"113.332124,23.133135"
广州市,BV11541223,南浦西(地铁站),番禺区,"113.260708,23.038156"
广州市,BV10014669,猎德(地铁站),天河区,"113.332105,23.118539"
广州市,BV11031576,鹤南(地铁站),白云区,"113.272333,23.222676"
广州市,BV10024417,东晓南(地铁站),海珠区,"113.294174,23.071333"
广州市,BV10544498,石溪(地铁站),海珠区,"113.285951,23.067937"
广州市,BV11653285,夏茅(地铁站),白云区,"113.259222,23.227108"
广州市,BV10994109,槎头(地铁站),白云区,"113.222759,23.184507"
广州市,BV10024411,浔峰岗(地铁站),白云区,"113.201941,23.164110"
广州市,BV10850271,上涌公园(地铁站),海珠区,"113.312833,23.079787"
广州市,BV10850285,天河东(地铁站),天河区,"113.336810,23.141525"
广州市,BV11031575,彭边(地铁站),白云区,"113.281399,23.227175"
广州市,BV10016743,梅花园(地铁站),天河区,"113.320507,23.175211"
广州市,BV10994107,石牌南(地铁站),天河区,"113.339508,23.126494"
广州市,BV10014530,岗顶(地铁站),天河区,"113.339601,23.134880"
广州市,BV10024423,萧岗(地铁站),白云区,"113.280697,23.198580"
广州市,BV10024397,西塱(地铁站),荔湾区,"113.232411,23.066618"
广州市,BV10992380,大干围(地铁站),海珠区,"113.283593,23.060557"
广州市,BV10024416,南洲(地铁站),海珠区,"113.297367,23.064799"
广州市,BV10013677,赤岗(地铁站),海珠区,"113.334582,23.096448"
广州市,BV10992384,东沙(地铁站),荔湾区,"113.263659,23.056835"
广州市,BV10839968,小坪(地铁站),白云区,"113.243052,23.200518"
广州市,BV10018644,大塘(地铁站),海珠区,"113.321677,23.077974"
广州市,BV10992379,广钢新城(地铁站),荔湾区,"113.245594,23.057331"
广州市,BV10014714,华师(地铁站),天河区,"113.345330,23.140290"
广州市,BV10022843,潭村(地铁站),天河区,"113.345949,23.117366"
广州市,BV10994095,凰岗(地铁站),白云区,"113.216681,23.193744"
广州市,BV10015269,磨碟沙(地铁站),海珠区,"113.341271,23.098656"
广州市,BV10994097,马场(地铁站),天河区,"113.348920,23.125620"
广州市,BV11030730,仑头(地铁站),海珠区,"113.375510,23.084531"
广州市,BV11095939,棠东(地铁站),天河区,"113.389744,23.130922"
广州市,BV10024355,京溪南方医院(地铁站),白云区,"113.326126,23.185225"
广州市,BV10024396,菊树(地铁站),荔湾区,"113.212863,23.065868"
广州市,BV10014251,江夏(地铁站),白云区,"113.283451,23.211301"
广州市,BV10994099,白马岗(地铁站),天河区,"113.355084,23.124653"
广州市,BV10015976,五山(地铁站),天河区,"113.351812,23.152833"
广州市,BV10839963,石井(地铁站),白云区,"113.231799,23.211101"
广州市,BV10994096,庆丰(地铁站),白云区,"113.215594,23.205206"
广州市,BV10850272,华景路(地铁站),天河区,"113.359543,23.133967"
广州市,BV10014379,同和(地铁站),白云区,"113.326264,23.197060"
广州市,BV11605043,白云城市中心(地铁站),白云区,"113.281205,23.260831"
广州市,BV11095936,大观南路(地铁站),天河区,"113.406947,23.144575"
广州市,BV11095935,天河智慧城(地铁站),天河区,"113.403184,23.163275"
广州市,BV10014515,沥滘(地铁站),海珠区,"113.319077,23.054898"
广州市,BV10593232,天河公园(地铁站),天河区,"113.362879,23.125317"
广州市,BV10024401,新港东(地铁站),海珠区,"113.357010,23.098722"
广州市,BV10014408,长湴(地铁站),天河区,"113.349324,23.178369"
广州市,BV10024395,龙溪(地铁站),荔湾区,"113.192391,23.066029"
广州市,BV10021812,员村(地铁站),天河区,"113.363663,23.115768"
广州市,BV10024415,洛溪(地铁站),番禺区,"113.298665,23.042896"
广州市,BV10016172,黄边(地铁站),白云区,"113.287376,23.221645"
广州市,BV10024353,白云大道北(地铁站),白云区,"113.298178,23.222382"
广州市,BV10024354,永泰(地铁站),白云区,"113.306295,23.220226"
广州市,BV11636646,大洲(地铁站),番禺区,"113.257295,22.983794"
广州市,BV10013860,琶洲(地铁站),海珠区,"113.366700,23.098516"
广州市,BV10024414,南浦(地铁站),番禺区,"113.293154,23.032929"
广州市,BV10850277,赤沙滘(地铁站),海珠区,"113.362990,23.084546"
