城市,编号,名称,地区,经纬度
深圳市,BV10997905,四联(地铁站),龙岗区,"114.194933,22.649265"
深圳市,BV10249970,宝体(地铁站),宝安区,"113.880641,22.560741"
深圳市,BV11029716,圳美(地铁站),光明区,"113.949377,22.788614"
深圳市,BV10244749,海山(地铁站),盐田区,"114.237711,22.555537"
深圳市,BV10996668,宝安客运站(地铁站),宝安区,"113.883682,22.589374"
深圳市,BV10877296,长湖(地铁站),龙华区,"114.044796,22.710764"
深圳市,BV10996661,左炮台东(地铁站),南山区,"113.894514,22.468984"
深圳市,BV11029714,中大(地铁站),光明区,"113.954864,22.796836"
深圳市,BV10996632,罗租(地铁站),宝安区,"113.934056,22.668071"
深圳市,BV11490961,新塘围(地铁站),龙岗区,"114.286758,22.725264"
深圳市,BV10672433,双拥街(地铁站),龙岗区,"114.132978,22.698648"
深圳市,BV10877297,观澜(地铁站),龙华区,"114.054771,22.715172"
深圳市,BV10527867,官田(地铁站),宝安区,"113.949663,22.683253"
深圳市,BV11496165,长春北路(地铁站),光明区,"113.894324,22.784595"
深圳市,BV11029715,深理工(地铁站),光明区,"113.970021,22.808199"
深圳市,BV10996650,臣田(地铁站),宝安区,"113.878628,22.594407"
深圳市,BV10249956,横岗(地铁站),龙岗区,"114.208994,22.648442"
深圳市,BV11496172,下村(地铁站),光明区,"113.895574,22.791456"
深圳市,BV10249969,坪洲(地铁站),宝安区,"113.870711,22.568908"
深圳市,BV10996636,石岩(地铁站),宝安区,"113.938119,22.680007"
深圳市,BV10249916,盐田港西(地铁站),盐田区,"114.246899,22.562536"
深圳市,BV11443531,新生(地铁站),龙岗区,"114.282996,22.747829"
深圳市,BV10684318,深外高中(地铁站),盐田区,"114.244509,22.583784"
深圳市,BV10877295,松元厦(地铁站),龙华区,"114.064767,22.721153"
深圳市,BV10877300,观澜湖(地铁站),龙华区,"114.076271,22.721616"
深圳市,BV11496167,公明北(地铁站),光明区,"113.894285,22.804450"
深圳市,BV11393405,六和(地铁站),坪山区,"114.337404,22.696951"
深圳市,BV11393407,新和(地铁站),坪山区,"114.335500,22.703355"
深圳市,BV10996651,平峦山(地铁站),宝安区,"113.870905,22.602210"
深圳市,BV11552465,沙三(地铁站),宝安区,"113.808401,22.744275"
深圳市,BV10527880,上屋(地铁站),宝安区,"113.938536,22.689097"
深圳市,BV11552464,西环路(地铁站),宝安区,"113.801623,22.739635"
深圳市,BV10877298,牛湖(地铁站),龙华区,"114.089254,22.724608"
深圳市,BV11552463,步涌(地铁站),宝安区,"113.811832,22.757131"
深圳市,BV11552466,沙浦(地铁站),宝安区,"113.818884,22.768538"
深圳市,BV11552467,蚝乡(地铁站),宝安区,"113.790132,22.740593"
深圳市,BV10684315,盐田路(地铁站),盐田区,"114.255650,22.588959"
深圳市,BV10249955,永湖(地铁站),龙岗区,"114.218042,22.658995"
深圳市,BV10527859,碧海湾(地铁站),宝安区,"113.856093,22.575073"
深圳市,BV10997908,坳背(地铁站),龙岗区,"114.213653,22.668952"
深圳市,BV11411856,白石塘(地铁站),龙岗区,"114.302738,22.775057"
深圳市,BV10996664,西乡桃源(地铁站),宝安区,"113.862324,22.610805"
深圳市,BV10996653,钟屋南(地铁站),宝安区,"113.859910,22.617842"
深圳市,BV10249954,荷坳(地铁站),龙岗区,"114.224310,22.673079"
深圳市,BV11601406,华夏路(地铁站),光明区,"113.949911,22.750132"
深圳市,BV11601405,光明小镇(地铁站),光明区,"113.951039,22.758118"
深圳市,BV11655270,愉园(地铁站),龙岗区,"114.223894,22.728263"
深圳市,BV10249953,大运(地铁站),龙岗区,"114.228163,22.685720"
深圳市,BV10998865,大运中心(地铁站),龙岗区,"114.221493,22.694680"
深圳市,BV10996667,黄田(地铁站),宝安区,"113.845044,22.630950"
深圳市,BV10527877,长圳(地铁站),光明区,"113.930926,22.726332"
深圳市,BV10244581,后瑞(地铁站),宝安区,"113.835449,22.628835"
深圳市,BV10249952,爱联(地铁站),龙岗区,"114.234423,22.697495"
深圳市,BV10998853,黄阁坑(地铁站),龙岗区,"114.218182,22.719260"
深圳市,BV10996662,兴围(地铁站),宝安区,"113.834353,22.643139"
深圳市,BV10527878,凤凰城(地铁站),光明区,"113.932831,22.747433"
深圳市,BV10527864,机场(地铁站),宝安区,"113.813663,22.624026"
深圳市,BV10249951,吉祥(地铁站),龙岗区,"114.244318,22.709488"
深圳市,BV10249071,机场东(地铁站),宝安区,"113.822634,22.647001"
深圳市,BV10895876,光明大街(地铁站),光明区,"113.942714,22.761965"
深圳市,BV10996649,福围(地铁站),宝安区,"113.821490,22.657002"
深圳市,BV10998867,愉园(地铁站),龙岗区,"114.235915,22.729157"
深圳市,BV10997907,宝荷(地铁站),龙岗区,"114.277654,22.688061"
深圳市,BV10527871,光明(地铁站),光明区,"113.945204,22.771600"
深圳市,BV10243745,龙城广场(地铁站),龙岗区,"114.254592,22.716915"
深圳市,BV10998866,尚景(地铁站),龙岗区,"114.243718,22.729331"
深圳市,BV10996648,怀德(地铁站),宝安区,"113.818277,22.667561"
深圳市,BV10804214,小梅沙(地铁站),盐田区,"114.326201,22.601932"
深圳市,BV10998860,盛平(地铁站),龙岗区,"114.252266,22.731518"
深圳市,BV10527873,科学公园(地铁站),光明区,"113.934115,22.777469"
深圳市,BV10249950,南联(地铁站),龙岗区,"114.265531,22.721967"
深圳市,BV10680166,机场北(地铁站),宝安区,"113.798296,22.651433"
深圳市,BV10527868,楼村(地铁站),光明区,"113.923407,22.775910"
深圳市,BV10997906,宝龙(地铁站),龙岗区,"114.297675,22.688343"
深圳市,BV10249452,福永(地铁站),宝安区,"113.806076,22.673562"
深圳市,BV10998869,龙园(地铁站),龙岗区,"114.265417,22.731308"
深圳市,BV10527858,桥头(地铁站),宝安区,"113.811001,22.688133"
深圳市,BV10527872,红花山(地铁站),光明区,"113.907292,22.777684"
深圳市,BV10527860,塘尾(地铁站),宝安区,"113.817878,22.702075"
深圳市,BV10996666,桥头西(地铁站),宝安区,"113.797424,22.683226"
深圳市,BV10249894,公明广场(地铁站),光明区,"113.891407,22.777428"
深圳市,BV10793842,梨园(地铁站),龙岗区,"114.281821,22.735127"
深圳市,BV10729454,马安山(地铁站),宝安区,"113.817005,22.716998"
深圳市,BV10998859,龙东村(地铁站),龙岗区,"114.295348,22.721952"
深圳市,BV10996656,福海西(地铁站),宝安区,"113.789475,22.688318"
深圳市,BV10998868,宝龙同乐(地铁站),龙岗区,"114.312123,22.709260"
深圳市,BV10527869,合水口(地铁站),光明区,"113.880928,22.781610"
深圳市,BV10997911,沙湖(地铁站),坪山区,"114.333850,22.680167"
深圳市,BV10804220,溪涌(地铁站),龙岗区,"114.362855,22.611969"
深圳市,BV10861135,国展南(地铁站),宝安区,"113.778411,22.684337"
深圳市,BV10527879,薯田埔(地铁站),光明区,"113.867694,22.780928"
深圳市,BV10998862,坪山(地铁站),龙岗区,"114.327518,22.705701"
深圳市,BV10996669,国展(地铁站),宝安区,"113.777957,22.695959"
深圳市,BV10527863,后亭(地铁站),宝安区,"113.826874,22.752625"
深圳市,BV10997909,坪山围(地铁站),坪山区,"114.343312,22.691367"
深圳市,BV10998864,坪环(地铁站),坪山区,"114.346800,22.685255"
深圳市,BV10793839,坪西(地铁站),龙岗区,"114.282266,22.763483"
深圳市,BV10996657,国展北(地铁站),宝安区,"113.776899,22.703129"
深圳市,BV10249897,松岗公园(地铁站),宝安区,"113.848310,22.777920"
深圳市,BV10527870,溪头(地铁站),宝安区,"113.837650,22.774648"
深圳市,BV10998855,江岭(地铁站),坪山区,"114.355144,22.685899"
深圳市,BV10996663,海上田园南(地铁站),宝安区,"113.778501,22.715520"
深圳市,BV10997914,坪山广场(地铁站),坪山区,"114.348777,22.700511"
深圳市,BV10793835,低碳城(地铁站),龙岗区,"114.289066,22.771632"
深圳市,BV10861136,会展城(地铁站),宝安区,"113.769777,22.712135"
深圳市,BV10996659,海上田园东(地铁站),宝安区,"113.781248,22.731201"
深圳市,BV10998863,沙壆(地铁站),坪山区,"114.370499,22.686930"
深圳市,BV10997910,坪山中心(地铁站),坪山区,"114.352419,22.709718"
深圳市,BV10527861,碧头(地铁站),宝安区,"113.819959,22.784486"
深圳市,BV10998854,燕子岭(地铁站),坪山区,"114.378670,22.689786"
深圳市,BV10793838,富坪(地铁站),龙岗区,"114.310743,22.780139"
深圳市,BV10998861,石井(地铁站),坪山区,"114.385550,22.692631"
深圳市,BV10793840,坪地六联(地铁站),龙岗区,"114.324020,22.788888"
深圳市,BV10998857,技术大学(地铁站),坪山区,"114.401254,22.698401"
深圳市,BV10997902,坑梓(地铁站),坪山区,"114.370817,22.745158"
深圳市,BV10998858,田心(地铁站),坪山区,"114.415584,22.693759"
深圳市,BV10997913,沙田(地铁站),坪山区,"114.400696,22.756113"
